
==========
== CUDA ==
==========

CUDA Version 12.1.1

Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.

This container image and its contents are governed by the NVIDIA Deep Learning Container License.
By pulling and using the container, you accept the terms and conditions of this license:
https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license

A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.


################################################################################
# HORIZON: 1 HOUR(S)
################################################################################

============================================================
Loading data for horizon h+1
============================================================
Features: 823

[Train XGBoost]
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:37:51] WARNING: /workspace/src/common/error_msg.cc:27: The tree method `gpu_hist` is deprecated since 2.0.0. To use GPU training, set the `device` parameter to CUDA instead.

    E.g. tree_method = "hist", device = "cuda"

  warnings.warn(smsg, UserWarning)
[0]	train-mlogloss:1.06745	valid-mlogloss:1.07058
Class weights: {'low': 0.8548208348725527, 'mid': 1.1971029487842733, 'high': 1.0052128583840139}
Epoch   1/120 | Loss 0.9288 | Val F1 0.4526 | LR 3.00e-04 | 0.4s ✓ warmup improve
Epoch   2/120 | Loss 0.7584 | Val F1 0.4792 | LR 3.00e-04 | 0.3s ✓ warmup improve
Epoch   3/120 | Loss 0.6948 | Val F1 0.4355 | LR 3.00e-04 | 0.3s
Epoch   4/120 | Loss 0.6503 | Val F1 0.4507 | LR 3.00e-04 | 0.3s
Epoch   5/120 | Loss 0.6131 | Val F1 0.4366 | LR 3.00e-04 | 0.3s
Epoch   6/120 | Loss 0.5759 | Val F1 0.4540 | LR 3.00e-04 | 0.3s
Epoch   7/120 | Loss 0.5477 | Val F1 0.4453 | LR 1.50e-04 | 0.3s (patience 21/22)
Epoch   8/120 | Loss 0.5278 | Val F1 0.4495 | LR 1.50e-04 | 0.3s (patience 20/22)
Epoch   9/120 | Loss 0.5102 | Val F1 0.4555 | LR 1.50e-04 | 0.3s (patience 19/22)
Epoch  10/120 | Loss 0.4929 | Val F1 0.4529 | LR 1.50e-04 | 0.3s (patience 18/22)
Epoch  11/120 | Loss 0.4750 | Val F1 0.4529 | LR 1.50e-04 | 0.3s (patience 18/22)
Epoch  12/120 | Loss 0.4617 | Val F1 0.4529 | LR 1.50e-04 | 0.3s (patience 18/22)
Epoch  13/120 | Loss 0.4491 | Val F1 0.4529 | LR 1.50e-04 | 0.3s (patience 18/22)
Epoch  14/120 | Loss 0.4368 | Val F1 0.4529 | LR 1.50e-04 | 0.3s (patience 18/22)
Epoch  15/120 | Loss 0.4245 | Val F1 0.4522 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  16/120 | Loss 0.4142 | Val F1 0.4522 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  17/120 | Loss 0.4082 | Val F1 0.4522 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  18/120 | Loss 0.3950 | Val F1 0.4522 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  19/120 | Loss 0.3924 | Val F1 0.4522 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  20/120 | Loss 0.3775 | Val F1 0.4334 | LR 7.50e-05 | 0.3s (patience 16/22)
Epoch  21/120 | Loss 0.3754 | Val F1 0.4334 | LR 7.50e-05 | 0.3s (patience 16/22)
Epoch  22/120 | Loss 0.3658 | Val F1 0.4334 | LR 7.50e-05 | 0.3s (patience 16/22)
Epoch  23/120 | Loss 0.3562 | Val F1 0.4334 | LR 7.50e-05 | 0.3s (patience 16/22)
Epoch  24/120 | Loss 0.3476 | Val F1 0.4334 | LR 7.50e-05 | 0.3s (patience 16/22)
Epoch  25/120 | Loss 0.3472 | Val F1 0.4323 | LR 7.50e-05 | 0.3s (patience 15/22)
Epoch  26/120 | Loss 0.3440 | Val F1 0.4323 | LR 7.50e-05 | 0.3s (patience 15/22)
Epoch  27/120 | Loss 0.3283 | Val F1 0.4323 | LR 7.50e-05 | 0.3s (patience 15/22)
Epoch  28/120 | Loss 0.3373 | Val F1 0.4323 | LR 7.50e-05 | 0.3s (patience 15/22)
Epoch  29/120 | Loss 0.3246 | Val F1 0.4323 | LR 7.50e-05 | 0.3s (patience 15/22)
Epoch  30/120 | Loss 0.3235 | Val F1 0.4248 | LR 7.50e-05 | 0.3s (patience 14/22)
Epoch  31/120 | Loss 0.3190 | Val F1 0.4248 | LR 7.50e-05 | 0.3s (patience 14/22)
Epoch  32/120 | Loss 0.3114 | Val F1 0.4248 | LR 7.50e-05 | 0.3s (patience 14/22)
Epoch  33/120 | Loss 0.3097 | Val F1 0.4248 | LR 7.50e-05 | 0.3s (patience 14/22)
Epoch  34/120 | Loss 0.3054 | Val F1 0.4248 | LR 7.50e-05 | 0.3s (patience 14/22)
Epoch  35/120 | Loss 0.3017 | Val F1 0.4126 | LR 7.50e-05 | 0.3s (patience 13/22)
Epoch  36/120 | Loss 0.2937 | Val F1 0.4126 | LR 7.50e-05 | 0.3s (patience 13/22)
Epoch  37/120 | Loss 0.2912 | Val F1 0.4126 | LR 7.50e-05 | 0.3s (patience 13/22)
Epoch  38/120 | Loss 0.2810 | Val F1 0.4126 | LR 7.50e-05 | 0.3s (patience 13/22)
Epoch  39/120 | Loss 0.2823 | Val F1 0.4126 | LR 7.50e-05 | 0.3s (patience 13/22)
Epoch  40/120 | Loss 0.2809 | Val F1 0.4147 | LR 7.50e-05 | 0.3s (patience 12/22)
Epoch  41/120 | Loss 0.2763 | Val F1 0.4147 | LR 7.50e-05 | 0.3s (patience 12/22)
Epoch  42/120 | Loss 0.2748 | Val F1 0.4147 | LR 7.50e-05 | 0.3s (patience 12/22)
Epoch  43/120 | Loss 0.2659 | Val F1 0.4147 | LR 7.50e-05 | 0.3s (patience 12/22)
Epoch  44/120 | Loss 0.2697 | Val F1 0.4147 | LR 7.50e-05 | 0.3s (patience 12/22)
Epoch  45/120 | Loss 0.2662 | Val F1 0.4183 | LR 3.75e-05 | 0.3s (patience 11/22)
Epoch  46/120 | Loss 0.2629 | Val F1 0.4183 | LR 3.75e-05 | 0.3s (patience 11/22)
Epoch  47/120 | Loss 0.2510 | Val F1 0.4183 | LR 3.75e-05 | 0.3s (patience 11/22)
Epoch  48/120 | Loss 0.2520 | Val F1 0.4183 | LR 3.75e-05 | 0.3s (patience 11/22)
Epoch  49/120 | Loss 0.2582 | Val F1 0.4183 | LR 3.75e-05 | 0.3s (patience 11/22)
Epoch  50/120 | Loss 0.2479 | Val F1 0.4033 | LR 3.75e-05 | 0.3s (patience 10/22)
Epoch  51/120 | Loss 0.2517 | Val F1 0.4033 | LR 3.75e-05 | 0.3s (patience 10/22)
Epoch  52/120 | Loss 0.2438 | Val F1 0.4033 | LR 3.75e-05 | 0.3s (patience 10/22)
Epoch  53/120 | Loss 0.2404 | Val F1 0.4033 | LR 3.75e-05 | 0.3s (patience 10/22)
Epoch  54/120 | Loss 0.2406 | Val F1 0.4033 | LR 3.75e-05 | 0.3s (patience 10/22)
Epoch  55/120 | Loss 0.2402 | Val F1 0.4095 | LR 3.75e-05 | 0.4s (patience 9/22)
Epoch  56/120 | Loss 0.2391 | Val F1 0.4095 | LR 3.75e-05 | 0.3s (patience 9/22)
Epoch  57/120 | Loss 0.2410 | Val F1 0.4095 | LR 3.75e-05 | 0.4s (patience 9/22)
Epoch  58/120 | Loss 0.2354 | Val F1 0.4095 | LR 3.75e-05 | 0.3s (patience 9/22)
Epoch  59/120 | Loss 0.2346 | Val F1 0.4095 | LR 3.75e-05 | 0.3s (patience 9/22)
Epoch  60/120 | Loss 0.2347 | Val F1 0.4081 | LR 3.75e-05 | 0.4s (patience 8/22)
Epoch  61/120 | Loss 0.2277 | Val F1 0.4081 | LR 3.75e-05 | 0.3s (patience 8/22)
Epoch  62/120 | Loss 0.2265 | Val F1 0.4081 | LR 3.75e-05 | 0.3s (patience 8/22)
Epoch  63/120 | Loss 0.2234 | Val F1 0.4081 | LR 3.75e-05 | 0.3s (patience 8/22)
Epoch  64/120 | Loss 0.2291 | Val F1 0.4081 | LR 3.75e-05 | 0.3s (patience 8/22)
Epoch  65/120 | Loss 0.2299 | Val F1 0.4119 | LR 3.75e-05 | 0.4s (patience 7/22)
Epoch  66/120 | Loss 0.2198 | Val F1 0.4119 | LR 3.75e-05 | 0.4s (patience 7/22)
Epoch  67/120 | Loss 0.2126 | Val F1 0.4119 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  68/120 | Loss 0.2166 | Val F1 0.4119 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  69/120 | Loss 0.2117 | Val F1 0.4119 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  70/120 | Loss 0.2080 | Val F1 0.4085 | LR 1.87e-05 | 0.3s (patience 6/22)
Epoch  71/120 | Loss 0.2152 | Val F1 0.4085 | LR 1.87e-05 | 0.3s (patience 6/22)
Epoch  72/120 | Loss 0.2166 | Val F1 0.4085 | LR 1.87e-05 | 0.3s (patience 6/22)
Epoch  73/120 | Loss 0.2041 | Val F1 0.4085 | LR 1.87e-05 | 0.3s (patience 6/22)
Epoch  74/120 | Loss 0.2060 | Val F1 0.4085 | LR 1.87e-05 | 0.4s (patience 6/22)
Epoch  75/120 | Loss 0.2103 | Val F1 0.4042 | LR 1.87e-05 | 0.3s (patience 5/22)
Epoch  76/120 | Loss 0.2048 | Val F1 0.4042 | LR 1.87e-05 | 0.3s (patience 5/22)
Epoch  77/120 | Loss 0.2141 | Val F1 0.4042 | LR 1.87e-05 | 0.3s (patience 5/22)
Epoch  78/120 | Loss 0.2005 | Val F1 0.4042 | LR 1.87e-05 | 0.4s (patience 5/22)
Epoch  79/120 | Loss 0.2078 | Val F1 0.4042 | LR 1.87e-05 | 0.3s (patience 5/22)
Epoch  80/120 | Loss 0.2088 | Val F1 0.4052 | LR 1.87e-05 | 0.4s (patience 4/22)
Epoch  81/120 | Loss 0.2127 | Val F1 0.4052 | LR 1.87e-05 | 0.3s (patience 4/22)
Epoch  82/120 | Loss 0.2132 | Val F1 0.4052 | LR 1.87e-05 | 0.4s (patience 4/22)
Epoch  83/120 | Loss 0.2027 | Val F1 0.4052 | LR 1.87e-05 | 0.3s (patience 4/22)
Epoch  84/120 | Loss 0.1975 | Val F1 0.4052 | LR 1.87e-05 | 0.3s (patience 4/22)
Epoch  85/120 | Loss 0.1985 | Val F1 0.4082 | LR 1.87e-05 | 0.3s (patience 3/22)
Epoch  86/120 | Loss 0.2015 | Val F1 0.4082 | LR 1.87e-05 | 0.3s (patience 3/22)
Epoch  87/120 | Loss 0.1993 | Val F1 0.4082 | LR 1.87e-05 | 0.3s (patience 3/22)
Epoch  88/120 | Loss 0.1947 | Val F1 0.4082 | LR 1.87e-05 | 0.4s (patience 3/22)
Epoch  89/120 | Loss 0.1990 | Val F1 0.4082 | LR 1.87e-05 | 0.3s (patience 3/22)
Epoch  90/120 | Loss 0.1898 | Val F1 0.3965 | LR 1.87e-05 | 0.4s (patience 2/22)
Epoch  91/120 | Loss 0.1971 | Val F1 0.3965 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  92/120 | Loss 0.1933 | Val F1 0.3965 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  93/120 | Loss 0.2032 | Val F1 0.3965 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  94/120 | Loss 0.1879 | Val F1 0.3965 | LR 1.87e-05 | 0.4s (patience 2/22)
Epoch  95/120 | Loss 0.1973 | Val F1 0.3965 | LR 9.37e-06 | 0.4s (patience 1/22)
Epoch  96/120 | Loss 0.1939 | Val F1 0.3965 | LR 9.37e-06 | 0.4s (patience 1/22)
Epoch  97/120 | Loss 0.1943 | Val F1 0.3965 | LR 9.37e-06 | 0.4s (patience 1/22)
Epoch  98/120 | Loss 0.1971 | Val F1 0.3965 | LR 9.37e-06 | 0.4s (patience 1/22)
Epoch  99/120 | Loss 0.1842 | Val F1 0.3965 | LR 9.37e-06 | 0.3s (patience 1/22)
Epoch 100/120 | Loss 0.1933 | Val F1 0.3956 | LR 9.37e-06 | 0.4s (patience 0/22)

⚠ Early stopping at epoch 100

✓ Deep training done in 0.57 min | Best val F1=0.4792

============================================================
EVALUATION - DeepGBM (h+12)
============================================================

[Search xgb_weight] best_w=0.10 on valid (F1_macro=0.4798)

Train Results (h+12):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.7298, F1_macro=0.7245
XGB-only:            Acc=0.9960, F1_macro=0.9959
Deep+XGB (w=0.10): Acc=0.7629, F1_macro=0.7576

Naive baseline:
  Acc:     0.4368
  F1Macro: 0.4312

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.8118    0.7737    0.7923      2302
         low     0.8466    0.7868    0.8156      2707
         mid     0.6205    0.7165    0.6651      1933

    accuracy                         0.7629      6942
   macro avg     0.7596    0.7590    0.7576      6942
weighted avg     0.7721    0.7629    0.7660      6942


Valid Results (h+12):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.4821, F1_macro=0.4792
XGB-only:            Acc=0.3750, F1_macro=0.3862
Deep+XGB (w=0.10): Acc=0.4821, F1_macro=0.4798

Naive baseline:
  Acc:     0.6190
  F1Macro: 0.5275

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.3182    0.9333    0.4746        15
         low     0.9024    0.3524    0.5068       105
         mid     0.3614    0.6250    0.4580        48

    accuracy                         0.4821       168
   macro avg     0.5274    0.6369    0.4798       168
weighted avg     0.6957    0.4821    0.4900       168


Test Results (h+12):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.5054, F1_macro=0.4815
XGB-only:            Acc=0.5894, F1_macro=0.5448
Deep+XGB (w=0.10): Acc=0.5134, F1_macro=0.4860

Naive baseline:
  Acc:     0.4106
  F1Macro: 0.3802

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.4227    0.7147    0.5313       624
         low     0.7469    0.5123    0.6078      1054
         mid     0.3537    0.2903    0.3189       558

    accuracy                         0.5134      2236
   macro avg     0.5078    0.5058    0.4860      2236
weighted avg     0.5583    0.5134    0.5143      2236

Training history saved to: /app/classification-analysis/deepgbm_unified_v2/h12/training_history_h12.png
Confusion matrices saved to: /app/classification-analysis/deepgbm_unified_v2/h12/confusion_matrices_h12.png
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:40:11] WARNING: /workspace/src/c_api/c_api.cc:1240: Saving into deprecated binary model format, please consider using `json` or `ubj`. Model format will default to JSON in XGBoost 2.2 if not specified.
  warnings.warn(smsg, UserWarning)
Models & results saved to: /app/classification-analysis/deepgbm_unified_v2/h12

================================================================================
Completed horizon h+12
================================================================================


################################################################################
# HORIZON: 24 HOUR(S)
################################################################################

============================================================
Loading data for horizon h+24
============================================================
Features: 823

[Train XGBoost]
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:40:11] WARNING: /workspace/src/common/error_msg.cc:27: The tree method `gpu_hist` is deprecated since 2.0.0. To use GPU training, set the `device` parameter to CUDA instead.

    E.g. tree_method = "hist", device = "cuda"

  warnings.warn(smsg, UserWarning)
[0]	train-mlogloss:1.07435	valid-mlogloss:1.08592
[1]	train-mlogloss:1.05123	valid-mlogloss:1.07336
[2]	train-mlogloss:1.02905	valid-mlogloss:1.07119
[3]	train-mlogloss:1.00788	valid-mlogloss:1.07712
[4]	train-mlogloss:0.98700	valid-mlogloss:1.06856
[5]	train-mlogloss:0.96650	valid-mlogloss:1.06559
[6]	train-mlogloss:0.94736	valid-mlogloss:1.05983
[7]	train-mlogloss:0.92788	valid-mlogloss:1.05102
[8]	train-mlogloss:0.90888	valid-mlogloss:1.05745
[9]	train-mlogloss:0.89097	valid-mlogloss:1.05811
[10]	train-mlogloss:0.87397	valid-mlogloss:1.05395
[11]	train-mlogloss:0.85733	valid-mlogloss:1.04900
[12]	train-mlogloss:0.84143	valid-mlogloss:1.05333
[13]	train-mlogloss:0.82512	valid-mlogloss:1.04780
[14]	train-mlogloss:0.81044	valid-mlogloss:1.05184
[15]	train-mlogloss:0.79459	valid-mlogloss:1.05095
[16]	train-mlogloss:0.77998	valid-mlogloss:1.04667
[17]	train-mlogloss:0.76590	valid-mlogloss:1.04323
[18]	train-mlogloss:0.75208	valid-mlogloss:1.04202
[19]	train-mlogloss:0.73943	valid-mlogloss:1.03874
[20]	train-mlogloss:0.72672	valid-mlogloss:1.04164
[21]	train-mlogloss:0.71412	valid-mlogloss:1.03993
[22]	train-mlogloss:0.70121	valid-mlogloss:1.03969
[23]	train-mlogloss:0.68887	valid-mlogloss:1.03659
[24]	train-mlogloss:0.67764	valid-mlogloss:1.03809
[25]	train-mlogloss:0.66627	valid-mlogloss:1.03449
[26]	train-mlogloss:0.65482	valid-mlogloss:1.03162
[27]	train-mlogloss:0.64393	valid-mlogloss:1.03007
[28]	train-mlogloss:0.63375	valid-mlogloss:1.02759
[29]	train-mlogloss:0.62390	valid-mlogloss:1.02537
[30]	train-mlogloss:0.61428	valid-mlogloss:1.02616
[31]	train-mlogloss:0.60387	valid-mlogloss:1.02546
[32]	train-mlogloss:0.59420	valid-mlogloss:1.02547
[33]	train-mlogloss:0.58457	valid-mlogloss:1.02302
[34]	train-mlogloss:0.57537	valid-mlogloss:1.02378
[35]	train-mlogloss:0.56654	valid-mlogloss:1.02330
[36]	train-mlogloss:0.55716	valid-mlogloss:1.02414
[37]	train-mlogloss:0.54865	valid-mlogloss:1.02223
[38]	train-mlogloss:0.54008	valid-mlogloss:1.02468
[39]	train-mlogloss:0.53130	valid-mlogloss:1.02441
[40]	train-mlogloss:0.52324	valid-mlogloss:1.02853
[41]	train-mlogloss:0.51526	valid-mlogloss:1.02743
[42]	train-mlogloss:0.50787	valid-mlogloss:1.02688
[43]	train-mlogloss:0.50042	valid-mlogloss:1.02617
[44]	train-mlogloss:0.49275	valid-mlogloss:1.02538
[45]	train-mlogloss:0.48592	valid-mlogloss:1.02731
[46]	train-mlogloss:0.47863	valid-mlogloss:1.02766
[47]	train-mlogloss:0.47173	valid-mlogloss:1.02558
[48]	train-mlogloss:0.46511	valid-mlogloss:1.02605
[49]	train-mlogloss:0.45863	valid-mlogloss:1.02558
[50]	train-mlogloss:0.45198	valid-mlogloss:1.02476
[51]	train-mlogloss:0.44535	valid-mlogloss:1.02484
[52]	train-mlogloss:0.43916	valid-mlogloss:1.02712
[53]	train-mlogloss:0.43248	valid-mlogloss:1.02728
[54]	train-mlogloss:0.42624	valid-mlogloss:1.02340
[55]	train-mlogloss:0.42035	valid-mlogloss:1.02370
[56]	train-mlogloss:0.41451	valid-mlogloss:1.02728
[57]	train-mlogloss:0.40863	valid-mlogloss:1.02591
[58]	train-mlogloss:0.40263	valid-mlogloss:1.02476
[59]	train-mlogloss:0.39709	valid-mlogloss:1.02621
[60]	train-mlogloss:0.39171	valid-mlogloss:1.02243
[61]	train-mlogloss:0.38613	valid-mlogloss:1.02321
[62]	train-mlogloss:0.38097	valid-mlogloss:1.02051
[63]	train-mlogloss:0.37583	valid-mlogloss:1.02088
[64]	train-mlogloss:0.37101	valid-mlogloss:1.02111
[65]	train-mlogloss:0.36653	valid-mlogloss:1.02263
[66]	train-mlogloss:0.36176	valid-mlogloss:1.02154
[67]	train-mlogloss:0.35716	valid-mlogloss:1.02235
[68]	train-mlogloss:0.35260	valid-mlogloss:1.02404
[69]	train-mlogloss:0.34800	valid-mlogloss:1.02263
[70]	train-mlogloss:0.34363	valid-mlogloss:1.02146
[71]	train-mlogloss:0.33929	valid-mlogloss:1.01913
[72]	train-mlogloss:0.33470	valid-mlogloss:1.02039
[73]	train-mlogloss:0.33062	valid-mlogloss:1.01918
[74]	train-mlogloss:0.32673	valid-mlogloss:1.01854
[75]	train-mlogloss:0.32220	valid-mlogloss:1.01908
[76]	train-mlogloss:0.31789	valid-mlogloss:1.01919
[77]	train-mlogloss:0.31375	valid-mlogloss:1.02037
[78]	train-mlogloss:0.30956	valid-mlogloss:1.01963
[79]	train-mlogloss:0.30635	valid-mlogloss:1.02095
[80]	train-mlogloss:0.30259	valid-mlogloss:1.02134
[81]	train-mlogloss:0.29905	valid-mlogloss:1.02295
[82]	train-mlogloss:0.29550	valid-mlogloss:1.02205
[83]	train-mlogloss:0.29156	valid-mlogloss:1.02139
[84]	train-mlogloss:0.28847	valid-mlogloss:1.02354
[85]	train-mlogloss:0.28522	valid-mlogloss:1.02226
[86]	train-mlogloss:0.28180	valid-mlogloss:1.02397
[87]	train-mlogloss:0.27852	valid-mlogloss:1.02249
[88]	train-mlogloss:0.27514	valid-mlogloss:1.02363
[89]	train-mlogloss:0.27174	valid-mlogloss:1.02663
[90]	train-mlogloss:0.26861	valid-mlogloss:1.02829
[91]	train-mlogloss:0.26559	valid-mlogloss:1.02592
[92]	train-mlogloss:0.26245	valid-mlogloss:1.02367
[93]	train-mlogloss:0.25970	valid-mlogloss:1.02456
[94]	train-mlogloss:0.25693	valid-mlogloss:1.02509
[95]	train-mlogloss:0.25433	valid-mlogloss:1.02825
[96]	train-mlogloss:0.25155	valid-mlogloss:1.02940
[97]	train-mlogloss:0.24856	valid-mlogloss:1.02954
[98]	train-mlogloss:0.24601	valid-mlogloss:1.03039
[99]	train-mlogloss:0.24352	valid-mlogloss:1.03135
[100]	train-mlogloss:0.24083	valid-mlogloss:1.03290
[101]	train-mlogloss:0.23868	valid-mlogloss:1.03181
[102]	train-mlogloss:0.23652	valid-mlogloss:1.03084
[103]	train-mlogloss:0.23422	valid-mlogloss:1.03052
[104]	train-mlogloss:0.23182	valid-mlogloss:1.03121
[105]	train-mlogloss:0.22989	valid-mlogloss:1.03007
[106]	train-mlogloss:0.22742	valid-mlogloss:1.02948
[107]	train-mlogloss:0.22516	valid-mlogloss:1.03075
[108]	train-mlogloss:0.22312	valid-mlogloss:1.03018
[109]	train-mlogloss:0.22094	valid-mlogloss:1.02847
[110]	train-mlogloss:0.21837	valid-mlogloss:1.02782
[111]	train-mlogloss:0.21636	valid-mlogloss:1.02879
[112]	train-mlogloss:0.21428	valid-mlogloss:1.02896
[113]	train-mlogloss:0.21241	valid-mlogloss:1.02854
[114]	train-mlogloss:0.21025	valid-mlogloss:1.02911
[115]	train-mlogloss:0.20820	valid-mlogloss:1.03068
[116]	train-mlogloss:0.20597	valid-mlogloss:1.02903
[117]	train-mlogloss:0.20395	valid-mlogloss:1.02790
[118]	train-mlogloss:0.20180	valid-mlogloss:1.02963
[119]	train-mlogloss:0.19980	valid-mlogloss:1.02771
[120]	train-mlogloss:0.19803	valid-mlogloss:1.02988
[121]	train-mlogloss:0.19661	valid-mlogloss:1.02953
[122]	train-mlogloss:0.19474	valid-mlogloss:1.03034
[123]	train-mlogloss:0.19268	valid-mlogloss:1.02847
[124]	train-mlogloss:0.19091	valid-mlogloss:1.02865
[Extract leaf indices & hash]
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:40:16] WARNING: /workspace/src/common/error_msg.cc:27: The tree method `gpu_hist` is deprecated since 2.0.0. To use GPU training, set the `device` parameter to CUDA instead.

    E.g. tree_method = "hist", device = "cuda"

  warnings.warn(smsg, UserWarning)

✓ Data loaded. Train=(6942, 823), Valid=(168, 823), Test=(2224, 823)
Class distribution (train):
0    0.389513
1    0.277586
2    0.332901
Name: proportion, dtype: float64

============================================================
Train DeepGBM Deep Component (h+24)
============================================================

[Building Deep component...]
Deep params: 3,318,403 | Device: cuda
Class weights: {'low': 0.8557692307692307, 'mid': 1.2008303061754022, 'high': 1.0012981393336218}
Epoch   1/120 | Loss 0.9329 | Val F1 0.2862 | LR 3.00e-04 | 0.4s ✓ warmup improve
Epoch   2/120 | Loss 0.7739 | Val F1 0.3210 | LR 3.00e-04 | 0.3s ✓ warmup improve
Epoch   3/120 | Loss 0.7124 | Val F1 0.3344 | LR 3.00e-04 | 0.3s ✓ warmup improve
Epoch   4/120 | Loss 0.6692 | Val F1 0.3305 | LR 3.00e-04 | 0.3s
Epoch   5/120 | Loss 0.6276 | Val F1 0.3319 | LR 3.00e-04 | 0.3s
Epoch   6/120 | Loss 0.5940 | Val F1 0.3371 | LR 3.00e-04 | 0.3s ✓ warmup improve
Epoch   7/120 | Loss 0.5540 | Val F1 0.3638 | LR 3.00e-04 | 0.3s ✓ NEW BEST
Epoch   8/120 | Loss 0.5275 | Val F1 0.3512 | LR 3.00e-04 | 0.3s (patience 21/22)
Epoch   9/120 | Loss 0.5132 | Val F1 0.3589 | LR 3.00e-04 | 0.3s (patience 20/22)
Epoch  10/120 | Loss 0.4800 | Val F1 0.3279 | LR 3.00e-04 | 0.3s (patience 19/22)
Epoch  11/120 | Loss 0.4601 | Val F1 0.3279 | LR 3.00e-04 | 0.3s (patience 19/22)
Epoch  12/120 | Loss 0.4350 | Val F1 0.3279 | LR 3.00e-04 | 0.3s (patience 19/22)
Epoch  13/120 | Loss 0.4159 | Val F1 0.3279 | LR 3.00e-04 | 0.3s (patience 19/22)
Epoch  14/120 | Loss 0.3884 | Val F1 0.3279 | LR 3.00e-04 | 0.3s (patience 19/22)
Epoch  15/120 | Loss 0.3813 | Val F1 0.3406 | LR 3.00e-04 | 0.3s (patience 18/22)
Epoch  16/120 | Loss 0.3642 | Val F1 0.3406 | LR 3.00e-04 | 0.3s (patience 18/22)
Epoch  17/120 | Loss 0.3453 | Val F1 0.3406 | LR 3.00e-04 | 0.3s (patience 18/22)
Epoch  18/120 | Loss 0.3298 | Val F1 0.3406 | LR 3.00e-04 | 0.3s (patience 18/22)
Epoch  19/120 | Loss 0.3112 | Val F1 0.3406 | LR 3.00e-04 | 0.3s (patience 18/22)
Epoch  20/120 | Loss 0.3012 | Val F1 0.3173 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  21/120 | Loss 0.2731 | Val F1 0.3173 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  22/120 | Loss 0.2587 | Val F1 0.3173 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  23/120 | Loss 0.2651 | Val F1 0.3173 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  24/120 | Loss 0.2576 | Val F1 0.3173 | LR 1.50e-04 | 0.3s (patience 17/22)
Epoch  25/120 | Loss 0.2468 | Val F1 0.3332 | LR 1.50e-04 | 0.3s (patience 16/22)
Epoch  26/120 | Loss 0.2466 | Val F1 0.3332 | LR 1.50e-04 | 0.5s (patience 16/22)
Epoch  27/120 | Loss 0.2371 | Val F1 0.3332 | LR 1.50e-04 | 0.3s (patience 16/22)
Epoch  28/120 | Loss 0.2209 | Val F1 0.3332 | LR 1.50e-04 | 0.5s (patience 16/22)
Epoch  29/120 | Loss 0.2243 | Val F1 0.3332 | LR 1.50e-04 | 0.4s (patience 16/22)
Epoch  30/120 | Loss 0.2081 | Val F1 0.3280 | LR 1.50e-04 | 0.4s (patience 15/22)
Epoch  31/120 | Loss 0.2130 | Val F1 0.3280 | LR 1.50e-04 | 0.3s (patience 15/22)
Epoch  32/120 | Loss 0.2060 | Val F1 0.3280 | LR 1.50e-04 | 0.3s (patience 15/22)
Epoch  33/120 | Loss 0.1957 | Val F1 0.3280 | LR 1.50e-04 | 0.4s (patience 15/22)
Epoch  34/120 | Loss 0.1916 | Val F1 0.3280 | LR 1.50e-04 | 0.4s (patience 15/22)
Epoch  35/120 | Loss 0.1915 | Val F1 0.3451 | LR 1.50e-04 | 0.4s (patience 14/22)
Epoch  36/120 | Loss 0.1932 | Val F1 0.3451 | LR 1.50e-04 | 0.4s (patience 14/22)
Epoch  37/120 | Loss 0.1739 | Val F1 0.3451 | LR 1.50e-04 | 0.4s (patience 14/22)
Epoch  38/120 | Loss 0.1771 | Val F1 0.3451 | LR 1.50e-04 | 0.4s (patience 14/22)
